Category,Name,Value,Units,Description,
Model,Solver_time_limit,100,s,Maximum solving time allowed,
Units,PV_max,100,kW,Maximum PV installed capacity,
Units,BAT_max,101,kWh,Maximum BAT installed capacity,
Units,AD_max,102,kW,Maximum AD installed capacity,
Units,SOFC_max,103,kW,Maximum SOFC installed capacity,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
