,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],0.0,509.95194420098767,550.7124497234438,216,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,566.6132713344308,611.9027219149375,216,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],0.0,0.0,0.0,216,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,0.0,0.0,216,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.0,0.0,216,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,0.0,0.0,216,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,0.0,0.0,216,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,0.0,0.0,216,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],0.0,0.0,0.0,216,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],0.0,0.0,0.0,216,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,0.0,0.0,216,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.0,0.0,216,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,0.0,0.0,216,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,0.0,0.0,216,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],5.124613054620984,5.176813494633915,5.2540123139949335,216,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,0.0,509.95194420098767,550.7124497234438,216,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],0.0,29.251545556462073,31.589624267119206,216,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.0,0.0,0.0,216,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],0.0,0.0,0.0,216,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,216,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,0.0,0.0,0.0,216,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,18.0,18.356188161296885,19.289689915839688,216,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.3449701422019478e-05,5.426770317802373e-05,6.602666059497203e-05,216,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,0.7103100841603123,1.6438118387031144,2.0,216,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.7103100841603123,1.6438118387031144,2.0,216,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,0.0,0.0,216,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,216,0.0,10000.0,,,
grid_import[Elec],11.348233597692863,89.84018264840182,226.96467195385725,216,0.0,10000.0,,,
grid_import[Gas],0.0,566.6132713344308,611.9027219149375,216,0.0,10000.0,,,
unused[Biomass],103.94473378379166,103.94473378379165,103.94473378379166,216,0.0,10000.0,,,
unused[Biogas],0.0,0.0,0.0,216,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,216,0.0,10000.0,,,
